Cluster Idx,canonical,string,start_idx,end_idx
16,孙天化,一个,1887,1888
16,孙天化,孙天化,1891,1893
16,孙天化,伯修,1897,1898
16,孙天化,孙寡嘴,1902,1904
17,吴典恩,一个,1906,1907
17,吴典恩,吴典恩,1910,1912
18,云理守,一个云参将的兄弟,1949,1956
18,云理守,云理守,1959,1961
18,云理守,非去,1964,1965
19,常峙节,常峙节,1971,1973
19,常峙节,坚初,1977,1978
20,卜志道,一个,1980,1981
20,卜志道,卜志道,1984,1986
20,卜志道,卜志道兄弟,3612,3616
20,卜志道,他,3633,3633
20,卜志道,他,3709,3709
20,卜志道,他,3728,3728
20,卜志道,他,3751,3751
20,卜志道,他一个,3782,3784
20,卜志道,卜志道兄弟,4071,4075
21,白赉光,一个,1988,1989
21,白赉光,白赉光,1992,1994
21,白赉光,光汤,1998,1999
21,白赉光,这白赉光,2002,2005
21,白赉光,他,2013,2013
21,白赉光,他,2023,2023
21,白赉光,我,2034,2034
21,白赉光,我,2059,2059
21,白赉光,我,2117,2117
22,一个门馆先生,一个门馆先生,2051,2056
22,一个门馆先生,他,2119,2119
23,高杨童蔡四大奸臣,高杨童蔡四大奸臣,2306,2313
23,高杨童蔡四大奸臣,他,2321,2321
24,西门大官人先头浑家陈氏,西门大官人先头浑家陈氏,2374,2384
24,西门大官人先头浑家陈氏,浑家,2441,2442
25,西门大姐,一个女儿,2393,2396
25,西门大姐,西门大姐,2400,2403
26,陈敬济,东京八十万禁军杨提督的亲家陈洪的儿子,2408,2425
26,陈敬济,陈敬济,2426,2428
27,吴月娘,本县清河左卫吴千户之女,2456,2466
27,吴月娘,吴氏,2474,2475
27,吴月娘,月姐,2495,2496
27,吴月娘,月娘,2512,2513
27,吴月娘,月娘,2518,2519
27,吴月娘,吴月娘,2693,2695
27,吴月娘,你,2767,2767
27,吴月娘,吴月娘,2776,2778
27,吴月娘,我,2819,2819
27,吴月娘,我,2847,2847
27,吴月娘,你,2866,2866
27,吴月娘,你,2893,2893
27,吴月娘,吴月娘,3001,3003
27,吴月娘,吴月娘,5124,5126
27,吴月娘,西门大娘,5176,5179
28,李娇儿,李娇儿,2562,2564
28,李娇儿,第二房娘子,2575,2579
29,卓二姐,窠子卓二姐,2586,2590
29,卓二姐,卓丢儿,2593,2595
29,卓二姐,第三房,2608,2610
29,卓二姐,卓二姐,2614,2616
29,卓二姐,卓二姐,2839,2841
30,玳安儿,一个小厮儿,3101,3105
30,玳安儿,玳安儿,3132,3134
30,玳安儿,小厮,4158,4159
30,玳安儿,那个大官儿,4214,4218
30,玳安儿,玳安儿,4283,4285
30,玳安儿,你,4290,4290
30,玳安儿,我,4330,4330
30,玳安儿,你,4345,4345
30,玳安儿,玳安儿,4369,4371
30,玳安儿,玳安儿,4573,4575
30,玳安儿,俺,4596,4596
30,玳安儿,小的,4666,4667
30,玳安儿,大官儿,4962,4964
31,二人,这两个,1843,1845
31,二人,他,3285,3285
31,二人,你们,3300,3301
31,二人,你们,3322,3323
31,二人,咱自,3369,3370
31,二人,应、谢二人,4680,4684
31,二人,二人,4717,4718
31,二人,咱,4732,4732
31,二人,你,4775,4775
32,桂姐儿,个孩子儿,3432,3435
32,桂姐儿,哥这边二嫂子的侄女儿桂卿的妹子,3439,3453
32,桂姐儿,桂姐儿,3457,3459
32,桂姐儿,他,3466,3466
33,他妈,他妈,3498,3499
34,他嫂子,他嫂子,3637,3639
34,他嫂子,他,3665,3665
35,咱会中兄弟十人,咱会中兄弟十人,3771,3777
35,咱会中兄弟十人,咱兄弟们,3852,3855
35,咱会中兄弟十人,咱,4229,4229
35,咱会中兄弟十人,弟兄们,4823,4825
35,咱会中兄弟十人,众爹,5097,5098
36,花二哥,花二哥,4102,4104
36,花二哥,花太监侄儿,4108,4112
36,花二哥,他,4161,4161
36,花二哥,在院中包著吴银儿的花子虚,4178,4189
36,花二哥,他,4201,4201
36,花二哥,他,4220,4220
36,花二哥,他,4224,4224
36,花二哥,你花二爹,4299,4302
36,花二哥,二爹,4332,4333
36,花二哥,他,4340,4340
36,花二哥,你二爹,4352,4354
36,花二哥,他二爹,4589,4591
36,花二哥,你二爹,4626,4628
36,花二哥,他,4645,4645
36,花二哥,他,4654,4654
36,花二哥,这花二哥,4689,4692
36,花二哥,俺爹,4945,4946
36,花二哥,俺爹,4966,4967
36,花二哥,俺爹,4970,4971
36,花二哥,俺爹,4998,4999
36,花二哥,俺爹,5036,5037
36,花二哥,爹,5086,5086
37,花二娘,他二娘,4362,4364
37,花二娘,他二娘,4598,4600
37,花二娘,二娘,4604,4605
37,花二娘,我,4643,4643
37,花二娘,好个伶俐标致娘子儿,4695,4703
37,花二娘,你家娘,5170,5172
37,花二娘,娘,5188,5188
38,玉皇庙吴道官,玉皇庙吴道官,4480,4485
38,玉皇庙吴道官,他,4491,4491
38,玉皇庙吴道官,吴道官,4753,4755
39,永福寺和尚,永福寺和尚,4517,4521
40,谢家嫂子,谢家嫂子,4524,4527
41,一个才留头的小厮儿,一个才留头的小厮儿,4891,4899
41,一个才留头的小厮儿,俺,4940,4940
41,一个才留头的小厮儿,小的,5002,5003
41,一个才留头的小厮儿,那小厮儿,5104,5107
41,一个才留头的小厮儿,小的,5112,5113
41,一个才留头的小厮儿,他,5150,5150
41,一个才留头的小厮儿,你,5160,5160
41,一个才留头的小厮儿,你,5165,5165
41,一个才留头的小厮儿,你,5174,5174
41,一个才留头的小厮儿,那小厮,5198,5200
42,大丫头玉箫,大丫头玉箫,5131,5135
