,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
16,"('在', 'p')","('研究', 'v')","('以', 'p')","('赛亚', 'ns')","('三十三', 'm')","('、', 'w')","('三十四', 'm')","('章', 'q')","('时', 'g')","('，', 'w')","('深信', 'v')","('一切', 'r')","('差会', 'n')","('在', 'p')","('华', 'j')","('的', 'u')","('机构', 'n')","('都', 'd')","('有', 'v')","('一', 'm')","('天', 'q')","('要', 'v')","('消没', 'v')","('，', 'w')","('在', 'p')","('大', 'a')","('磨难', 'n')","('时', 'g')","('，', 'w')","('有', 'v')","('许多', 'm')","('人', 'n')","('因', 'p')","('惧怕', 'v')","('冷淡', 'a')","('、', 'w')","('跌倒', 'v')","('，', 'w')","('不', 'd')","('敢', 'v')","('承认', 'v')","('主', 'n')","('，', 'w')","('经过', 'p')","('大', 'a')","('磨难', 'n')","('后', 'f')","('，', 'w')","('人心', 'n')","('方饥', 'np')","('渴慕', 'v')","('义', 'g')",,,,,,,,
17,"('金笔', 'n')","('告诉', 'v')","('我', 'r')","('，', 'w')","('金地', 'np')","('夫妇', 'n')","('因为', 'p')","('孩子', 'n')","('不', 'd')","('肯', 'v')","('穿衣', 'v')","('便', 'd')","('大', 'd')","('打', 'v')","('孩子', 'n')","('，', 'w')","('成为', 'v')","('全乡', 'n')","('笑料', 'n')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"('最初', 'd')","('打', 'v')","('几', 'm')","('条', 'q')","('鱼', 'n')","('时', 'g')","('，', 'w')","('尚', 'd')","('知', 'v')","('归', 'v')","('荣耀', 'a')","('于', 'p')","('神', 'n')","('，', 'w')","('打', 'v')","('鱼', 'n')","('打', 'v')","('多', 'a')","('了', 'u')","('，', 'w')","('就', 'd')","('喧宾夺主', 'id')","('，', 'w')","('不', 'd')","('将', 'p')","('荣耀', 'a')","('归于', 'v')","('神', 'n')","('，', 'w')","('反自', 'd')","('夸', 'v')","('自己', 'r')","('是', 'v')","('老手', 'n')","('了', 'u')",,,,,,,,,,,,,,,,,,,,,,,,,
19,"('七月', 't')","('三日', 't')","('内', 'f')","('人', 'n')","('锦华', 'nz')","('因', 'p')","('小孩子', 'n')","('病', 'v')","('得', 'u')","('厉害', 'a')","('，', 'w')","('赶回', 'v')","('上海', 'ns')","('；', 'w')","('同日', 'd')","('我', 'r')","('来', 'v')","('香山', 'ns')","('，', 'w')","('暂', 'd')","('租', 'v')","('一', 'm')","('座', 'q')","('房子', 'n')","('，', 'w')","('在', 'p')","('这里', 'r')","('已', 'd')","('有', 'v')","('一个', 'm')","('月', 'n')","('，', 'w')","('伤口', 'n')","('将近', 'd')","('痊愈', 'v')",,,,,,,,,,,,,,,,,,,,,,,,,
20,"('温岭', 'ns')","('会', 'v')","('毕', 'g')","('后', 'f')","('我', 'r')","('理当', 'v')","('去', 'v')","('山东', 'ns')","('峄县', 'ns')","('，', 'w')","('要', 'v')","('去', 'v')","('北方', 's')","('非常', 'd')","('危险', 'a')","('，', 'w')","('平阳', 'ns')","('、', 'w')","('瑞安', 'ns')","('、', 'w')","('南昌', 'ns')","('、', 'w')","('福建', 'ns')","('等', 'u')","('地', 'n')","('都', 'd')","('有', 'v')","('呼声', 'n')","('，', 'w')","('我', 'r')","('已经', 'd')","('去', 'v')","('信', 'n')","('取消', 'v')","('去', 'v')","('峄县', 'ns')","('、', 'w')","('济南', 'ns')","('、', 'w')","('烟台', 'ns')","('领会', 'v')","('的', 'u')","('邀请', 'v')",,,,,,,,,,,,,,,,,
21,"('使劲', 'v')","('地', 'u')","('抽著', 'v')","('，', 'w')","('一口烟', 'd')","('还', 'd')","('没有', 'd')","('吃', 'v')","('完', 'v')","('，', 'w')","('何八爷', 'np')","('的', 'u')","('心思', 'n')","('又', 'd')","('火', 'v')","('一样', 'a')","('地', 'u')","('燃烧', 'v')","('起', 'v')","('来', 'v')","('了', 'u')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"('假', 'a')","('使', 'v')","('这', 'r')","('回', 'q')","('没有', 'v')","('这个', 'r')","('叫做', 'v')","('什', 'u')","('么', 'g')","('「', 'g')","('电网」', 'n')","('的', 'u')","('捞什子', 'ns')","('东西', 'n')","('，', 'w')","('他', 'r')","('全', 'a')","('家', 'n')","('决', 'd')","('不', 'd')","('会', 'v')","('弄', 'v')","('成', 'v')","('这个', 'r')","('样子', 'n')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"('孩子', 'n')","('们', 'k')","('，', 'w')","('最初', 'd')","('是', 'v')","('闹著', 'n')","('，', 'w')","('叫', 'v')","('著', 'g')","('，', 'w')","('要', 'v')","('吃', 'v')","('；', 'w')","('随后', 'd')","('，', 'w')","('便', 'd')","('躺', 'v')","('在', 'p')","('舱板', 'n')","('上', 'f')","('抱著', 'a')","('干瘪', 'a')","('的', 'u')","('肚皮', 'n')","('哇啦哇啦', 'o')","('地', 'u')","('哭', 'v')","('起', 'v')","('来', 'v')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"('只', 'd')","('有', 'v')","('他', 'r')","('，', 'w')","('他', 'r')","('的', 'u')","('父亲', 'n')","('，', 'w')","('他', 'r')","('的', 'u')","('牛', 'n')","('，', 'w')","('…', 'w')","('…', 'w')","('他', 'r')","('抛', 'v')","('下', 'v')","('了', 'u')","('老娘', 'n')","('和', 'c')","('妻子', 'n')","('，', 'w')","('他', 'r')","('跑', 'v')","('出', 'v')","('来', 'v')","('当兵', 'v')","('的', 'u')","('唯一', 'a')","('目', 'g')","('的', 'u')","('是', 'v')","('要', 'v')","('替', 'p')","('父亲', 'n')","('报仇雪恨', 'i')","('，', 'w')","('作', 'v')","('个', 'q')","('把', 'p')","('大小', 'n')","('的', 'u')","('官儿', 'n')","('回去', 'v')","('吐气扬眉', 'i')","('的', 'u')",,,,,,,,,,,,,,
25,"('当', 'p')","('那', 'r')","('寒云', 'n')","('一层层', 'm')","('地', 'n')","('不', 'd')","('住', 'v')","('地', 'u')","('加厚', 'v')","('的', 'u')","('时候', 'n')","('，', 'w')","('差', 'a')","('不', 'd')","('多', 'a')","('把', 'p')","('整个', 'a')","('贫民窟', 'n')","('的', 'u')","('人们', 'n')","('的', 'u')","('心儿', 'n')","('，', 'w')","('都', 'd')","('吊', 'v')","('起', 'v')","('来', 'v')","('了', 'u')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"('”', 'w')","('贾母', 'np')","('说道', 'v')","('：', 'w')","('“', 'w')","('又', 'd')","('胡说', 'v')","('了', 'u')","('，', 'w')","('帐子', 'n')","('的', 'u')","('檐子', 'n')","('是', 'v')","('红', 'a')","('的', 'u')","('，', 'w')","('火光', 'n')","('照著', 'v')","('，', 'w')","('自然', 'd')","('红是有', 'id')","('的', 'u')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"('”', 'w')","('紫鹃', 'n')","('听', 'v')","('了', 'u')","('，', 'w')","('赶', 'v')","('著', 'g')","('命', 'n')","('小', 'a')","('丫头', 'n')","('们', 'k')","('将', 'p')","('这', 'r')","('风筝', 'n')","('送', 'v')","('出', 'v')","('与', 'p')","('园门', 'n')","('上', 'f')","('值日', 'v')","('的', 'u')","('婆子', 'n')","('去', 'v')","('了', 'u')","('，', 'w')","('倘', 'c')","('有人', 'r')","('来', 'v')","('找', 'v')","('，', 'w')","('好', 'a')","('与', 'p')","('他们', 'r')","('去', 'v')","('的', 'u')",,,,,,,,,,,,,,,,,,,,,,,,,
28,"('”', 'w')","('平儿', 'n')","('笑', 'v')","('道', 'v')","('：', 'w')","('“', 'w')","('你', 'r')","('只', 'd')","('和', 'c')","('老太太', 'n')","('说', 'v')","('，', 'w')","('就', 'd')","('说', 'v')","('已经', 'd')","('给', 'v')","('了', 'u')","('琏二爷', 'n')","('了', 'u')","('，', 'w')","('大老爷', 'n')","('就', 'd')","('不', 'd')","('好', 'a')","('要', 'v')","('了', 'u')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"('收', 'v')","('粮', 'n')","('的', 'u')","('时侯', 'n')","('，', 'w')","('衙门', 'n')","('里', 'f')","('便', 'd')","('说', 'v')","('新', 'a')","('道爷', 'n')","('的', 'u')","('法令', 'n')","('，', 'w')","('明', 'g')","('是', 'v')","('不', 'd')","('敢', 'v')","('要', 'v')","('钱', 'n')","('，', 'w')","('这', 'r')","('一', 'm')","('留', 'v')","('难', 'a')","('叨蹬', 'v')","('，', 'w')","('那些', 'r')","('乡民', 'n')","('心里', 's')","('愿意', 'v')","('花', 'v')","('几', 'm')","('个', 'q')","('钱', 'n')","('早早', 'd')","('了', 'u')","('事', 'n')",,,,,,,,,,,,,,,,,,,,,,
30,"('只见', 'v')","('王', 'np')","('夫人', 'n')","('气色', 'n')","('更', 'd')","('变', 'v')","('，', 'w')","('只', 'd')","('带', 'v')","('一个', 'm')","('贴', 'v')","('己', 'r')","('的', 'u')","('小', 'a')","('丫头', 'n')","('走', 'v')","('来', 'v')","('，', 'w')","('一', 'm')","('语', 'g')","('不', 'd')","('发', 'v')","('，', 'w')","('走', 'v')","('至', 'p')","('里间', 'ns')","('坐下', 'v')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"('这', 'r')","('西门庆', 'nz')","('心中', 's')","('大', 'd')","('怒', 'g')","('，', 'w')","('把', 'p')","('孙雪娥', 'np')","('打', 'v')","('了', 'u')","('一', 'm')","('顿', 'q')","('，', 'w')","('被', 'p')","('月娘', 'n')","('再三', 'd')","('劝', 'v')","('了', 'u')","('，', 'w')","('拘', 'v')","('了', 'u')","('他', 'r')","('头面', 'a')","('衣服', 'n')","('，', 'w')","('只', 'd')","('教', 'v')","('他', 'r')","('伴', 'v')","('著', 'g')","('家', 'n')","('人', 'n')","('媳妇', 'n')","('上', 'f')","('灶', 'n')","('，', 'w')","('不', 'd')","('许', 'v')","('他', 'r')","('见', 'v')","('人', 'n')",,,,,,,,,,,,,,,,,,,
32,"('其余', 'r')","('酒店', 'n')","('中', 'f')","('家', 'n')","('活', 'n')","('，', 'w')","('共', 'd')","('算', 'v')","('了', 'u')","('五十', 'm')","('两', 'q')","('，', 'w')","('陈敬济', 'np')","('状', 'g')","('上', 'f')","('告著', 'v')","('九百', 'm')","('两', 'q')","('，', 'w')","('还', 'd')","('差', 'v')","('三百五十', 'm')","('两', 'q')","('银子', 'n')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"('这', 'r')","('一', 'm')","('日', 'q')","('你', 'r')","('也', 'd')","('莫', 'd')","('来', 'v')","('，', 'w')","('直至', 'v')","('第三日', 't')","('，', 'w')","('晌午', 't')","('前后', 'f')","('，', 'w')","('你', 'r')","('整整齐齐', 'a')","('打扮', 'v')","('了', 'u')","('来', 'v')","('，', 'w')","('以', 'p')","('咳嗽', 'v')","('为', 'v')","('号', 'n')","('，', 'w')","('你', 'r')","('在', 'p')","('门前', 's')","('叫道', 'v')","('：', 'w')","('‘', 'w')","('怎', 'r')","('的', 'u')","('连日', 'd')","('不', 'd')","('见', 'v')","('王', 'np')","('干娘', 'n')",,,,,,,,,,,,,,,,,,,,,,
34,"('”', 'w')","('张川儿', 'np')","('接', 'v')","('过', 'u')","('来', 'v')","('道', 'v')","('：', 'w')","('“', 'w')","('你', 'r')","('老人', 'n')","('家', 'k')","('不', 'd')","('说', 'v')","('，', 'w')","('小', 'a')","('的也不', 'd')","('敢', 'v')","('说', 'v')","('，', 'w')","('这个', 'r')","('可是', 'd')","('使', 'v')","('不', 'd')","('的', 'u')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"('”', 'w')","('西门庆', 'nz')","('听', 'v')","('了', 'u')","('大喜', 'n')","('道', 'v')","('：', 'w')","('“', 'w')","('虽然', 'c')","('上', 'f')","('不', 'd')","('得', 'v')","('凌', 'a')","('烟阁', 'n')","('，', 'w')","('干', 'v')","('娘', 'n')","('你', 'r')","('这', 'r')","('条', 'q')","('计', 'g')","('，', 'w')","('端', 'v')","('的', 'u')","('绝品', 'n')","('好', 'a')","('妙计', 'n')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"('即将', 'd')","('洞', 'n')","('中', 'f')","('大小', 'n')","('妖精', 'n')","('点', 'v')","('起', 'v')","('，', 'w')","('果然', 'd')","('选出', 'v')","('三', 'm')","('个', 'q')","('有', 'v')","('能', 'v')","('的', 'u')","('小', 'a')","('妖', 'n')","('，', 'w')","('俱', 'g')","('变', 'v')","('做', 'v')","('老妖', 'n')","('，', 'w')","('各', 'r')","('执', 'v')","('铁杵', 'n')","('，', 'w')","('埋伏', 'v')","('等待', 'v')","('唐僧', 'np')","('不', 'd')","('题', 'v')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"('」行者', 'n')","('上前', 'v')","('，', 'w')","('夺', 'v')","('过', 'v')","('刀', 'n')","('来', 'v')","('，', 'w')","('把', 'p')","('个', 'q')","('穿', 'v')","('黄', 'a')","('的', 'u')","('割', 'v')","('下', 'v')","('头', 'n')","('来', 'v')","('，', 'w')","('血淋淋', 'a')","('提', 'v')","('在', 'p')","('手中', 's')","('，', 'w')","('收', 'v')","('了', 'u')","('铁棒', 'n')","('，', 'w')","('拽', 'v')","('开', 'v')","('云步', 'n')","('，', 'w')","('赶到', 'v')","('唐僧', 'np')","('马', 'n')","('前', 'f')","('，', 'w')","('提', 'v')","('著头', 'n')","('道', 'v')","('：', 'w')","('「', 'np')","('师父', 'n')","('，', 'w')","('这', 'r')","('是', 'v')","('杨', 'np')","('老儿', 'n')","('的', 'u')","('逆子', 'n')","('，', 'w')","('被', 'p')","('老孙', 'np')","('取将', 'v')","('首级', 'n')","('来', 'v')","('也', 'd')",,,,
38,"('烦', 'v')","('二', 'm')","('位', 'q')","('道长', 'n')","('将', 'p')","('这里', 'r')","('地名', 'n')","('，', 'w')","('君王', 'n')","('好', 'a')","('道', 'n')","('爱', 'v')","('贤', 'g')","('之', 'u')","('事', 'n')","('，', 'w')","('细说', 'v')","('一', 'm')","('遍', 'q')","('，', 'w')","('足', 'd')","('见', 'v')","('同道', 'n')","('之', 'u')","('情', 'n')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"('」', 'v')","('好', 'a')","('猴王', 'n')","('，', 'w')","('将身一纵', 'id')","('，', 'w')","('跳', 'v')","('起', 'v')","('去', 'v')","('，', 'w')","('一路', 'm')","('觔斗', 'v')","('，', 'w')","('直至', 'v')","('北下', 's')","('观看', 'v')","('，', 'w')","('见', 'v')","('一', 'm')","('座', 'q')","('高山', 'n')","('，', 'w')","('真是', 'd')","('十分', 'm')","('险峻', 'a')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"('有', 'v')","('东土', 'n')","('大', 'd')","('唐', 'g')","('远', 'a')","('来', 'v')","('取经', 'v')","('的', 'u')","('一个', 'm')","('圣僧', 'n')","('孙长老', 'np')","('揭', 'v')","('了', 'u')","('，', 'w')","('现在', 't')","('会同', 'v')","('馆内', 's')","('，', 'w')","('要', 'v')","('王', 'np')","('亲自', 'd')","('去', 'v')","('请', 'v')","('他', 'r')","('，', 'w')","('他', 'r')","('有', 'v')","('手到病除', 'id')","('之', 'u')","('功', 'n')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"('」言毕起身', 'id')","('，', 'w')","('付著', 'v')","('与', 'p')","('他', 'r')","('看', 'v')","('，', 'w')","('朝', 'p')","('这些', 'r')","('无', 'v')","('考究', 'a')","('的', 'u')","('人', 'n')","('作', 'v')","('了', 'u')","('半截', 'm')","('揖', 'g')","('，', 'w')","('跟', 'p')","('著', 'g')","('苍头', 'n')","('便', 'd')","('走', 'v')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"('玉狐', 'n')","('见', 'v')","('周生', 'np')","('说话', 'v')","('亲切', 'a')","('，', 'w')","('便', 'd')","('知', 'v')","('其', 'r')","('心', 'n')","('已', 'd')","('动', 'v')","('，', 'w')","('乃', 'v')","('含笑', 'v')","('答道', 'v')","('：', 'w')","('「萍水相逢', 'id')","('，', 'w')","('何', 'r')","('敢', 'v')","('周公子', 'np')","('拜访', 'v')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"('倘若', 'c')","('妖狐', 'n')","('回头苦炼', 'id')","('，', 'w')","('向', 'p')","('善', 'g')","('改恶', 'v')","('，', 'w')","('山人', 'n')","('今日', 't')","('一', 'm')","('施恩惠', 'np')","('，', 'w')","('便', 'd')","('可', 'v')","('保住', 'v')","('了', 'u')","('金丹', 'nz')","('大道', 'n')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"('」', 'np')","('主意', 'n')","('想', 'v')","('妥', 'a')","('，', 'w')","('顷刻', 'd')","('仍', 'd')","('复成', 'v')","('胡', 'np')","('小姐', 'n')","('的', 'u')","('模样', 'n')","('，', 'w')","('那', 'r')","('等', 'u')","('好看', 'a')","('，', 'w')","('真', 'd')","('似', 'd')","('生', 'v')","('来', 'v')","('的', 'u')","('秋水', 'n')","('为', 'v')","('神玉', 'n')","('为', 'v')","('骨', 'g')","('，', 'w')","('芙蓉', 'n')","('如', 'v')","('面', 'n')","('柳', 'g')","('如', 'v')","('眉', 'n')","('，', 'w')","('整注', 'v')","('游龙', 'n')","('不', 'd')","('足', 'a')","('比喻', 'n')",,,,,,,,,,,,,,,,,,,,
